country,date,measure,value
United Kingdom,2014-06,T01:61 (Aged 16-19 - Inactive : All People ),1702500
United Kingdom,2014-06,T01:64 (Aged 20-24 - All : All People ),4247800
United Kingdom,2014-06,T01:82 (Aged 20-24 - Inactive : All People ),1122400
United Kingdom,2014-06,T01:85 (Aged 25-34 - All : All People ),8628700
United Kingdom,2014-06,T01:103 (Aged 25-34 - Inactive : All People ),1283300
United Kingdom,2014-06,T01:106 (Aged 35-49 - All : All People ),13012900
United Kingdom,2014-06,T01:124 (Aged 35-49 - Inactive : All People ),1768700
United Kingdom,2014-06,T01:127 (Aged 50+ - All : All People ),22533200
United Kingdom,2014-06,T01:145 (Aged 50+ - Inactive : All People ),13184000
United Kingdom,2014-06,T01:148 (Aged 50-64 - All : All People ),11648600
United Kingdom,2014-06,T01:166 (Aged 50-64 - Inactive : All People ),3402000
England,2014-06,T01:22 (Aged 16-64 - All : All People ),34103600
England,2014-06,T01:40 (Aged 16-64 - Inactive : All People ),7708400
England,2014-06,T01:43 (Aged 16-19 - All : All People ),2554600
England,2014-06,T01:61 (Aged 16-19 - Inactive : All People ),1428400
England,2014-06,T01:64 (Aged 20-24 - All : All People ),3547200
England,2014-06,T01:82 (Aged 20-24 - Inactive : All People ),933000
England,2014-06,T01:85 (Aged 25-34 - All : All People ),7326700
England,2014-06,T01:103 (Aged 25-34 - Inactive : All People ),1093900
England,2014-06,T01:106 (Aged 35-49 - All : All People ),10985700
England,2014-06,T01:124 (Aged 35-49 - Inactive : All People ),1474100
England,2014-06,T01:127 (Aged 50+ - All : All People ),18775700
England,2014-06,T01:145 (Aged 50+ - Inactive : All People ),10920800
England,2014-06,T01:148 (Aged 50-64 - All : All People ),9689300
England,2014-06,T01:166 (Aged 50-64 - Inactive : All People ),2778900
Wales,2014-06,T01:22 (Aged 16-64 - All : All People ),1911400
Wales,2014-06,T01:40 (Aged 16-64 - Inactive : All People ),476900
Wales,2014-06,T01:43 (Aged 16-19 - All : All People ),152000
Wales,2014-06,T01:61 (Aged 16-19 - Inactive : All People ),83400
Wales,2014-06,T01:64 (Aged 20-24 - All : All People ),215400
Wales,2014-06,T01:82 (Aged 20-24 - Inactive : All People ),60600
Wales,2014-06,T01:85 (Aged 25-34 - All : All People ),369500
Wales,2014-06,T01:103 (Aged 25-34 - Inactive : All People ),58900
Wales,2014-06,T01:106 (Aged 35-49 - All : All People ),583900
Wales,2014-06,T01:124 (Aged 35-49 - Inactive : All People ),81000
Wales,2014-06,T01:127 (Aged 50+ - All : All People ),1177200
Wales,2014-06,T01:145 (Aged 50+ - Inactive : All People ),726400
Wales,2014-06,T01:148 (Aged 50-64 - All : All People ),590600
Wales,2014-06,T01:166 (Aged 50-64 - Inactive : All People ),193000
Scotland,2014-06,T01:22 (Aged 16-64 - All : All People ),3415400
Scotland,2014-06,T01:40 (Aged 16-64 - Inactive : All People ),772200
Scotland,2014-06,T01:43 (Aged 16-19 - All : All People ),249700
Scotland,2014-06,T01:61 (Aged 16-19 - Inactive : All People ),120800
Scotland,2014-06,T01:64 (Aged 20-24 - All : All People ),365700
Scotland,2014-06,T01:82 (Aged 20-24 - Inactive : All People ),93600
Scotland,2014-06,T01:85 (Aged 25-34 - All : All People ),686400
Scotland,2014-06,T01:103 (Aged 25-34 - Inactive : All People ),97800
Scotland,2014-06,T01:106 (Aged 35-49 - All : All People ),1069400
Scotland,2014-06,T01:124 (Aged 35-49 - Inactive : All People ),143400
Scotland,2014-06,T01:127 (Aged 50+ - All : All People ),1985500
Scotland,2014-06,T01:145 (Aged 50+ - Inactive : All People ),1176500
Scotland,2014-06,T01:148 (Aged 50-64 - All : All People ),1044200
Scotland,2014-06,T01:166 (Aged 50-64 - Inactive : All People ),316600
Northern Ireland,2014-06,T01:22 (Aged 16-64 - All : All People ),1159500
Northern Ireland,2014-06,T01:40 (Aged 16-64 - Inactive : All People ),321400
Northern Ireland,2014-06,T01:43 (Aged 16-19 - All : All People ),95700
Northern Ireland,2014-06,T01:61 (Aged 16-19 - Inactive : All People ),69900
Northern Ireland,2014-06,T01:64 (Aged 20-24 - All : All People ),119400
Northern Ireland,2014-06,T01:82 (Aged 20-24 - Inactive : All People ),35200
Northern Ireland,2014-06,T01:85 (Aged 25-34 - All : All People ),246100
Northern Ireland,2014-06,T01:103 (Aged 25-34 - Inactive : All People ),32700
Northern Ireland,2014-06,T01:106 (Aged 35-49 - All : All People ),373900
Northern Ireland,2014-06,T01:124 (Aged 35-49 - Inactive : All People ),70200
Northern Ireland,2014-06,T01:127 (Aged 50+ - All : All People ),594700
Northern Ireland,2014-06,T01:145 (Aged 50+ - Inactive : All People ),360200
Northern Ireland,2014-06,T01:148 (Aged 50-64 - All : All People ),324500
Northern Ireland,2014-06,T01:166 (Aged 50-64 - Inactive : All People ),113500
United Kingdom,2014-09,T01:22 (Aged 16-64 - All : All People ),40621400
United Kingdom,2014-09,T01:40 (Aged 16-64 - Inactive : All People ),9258700
United Kingdom,2014-09,T01:43 (Aged 16-19 - All : All People ),3045100
United Kingdom,2014-09,T01:61 (Aged 16-19 - Inactive : All People ),1700400
United Kingdom,2014-09,T01:64 (Aged 20-24 - All : All People ),4247800
United Kingdom,2014-09,T01:82 (Aged 20-24 - Inactive : All People ),1128300
United Kingdom,2014-09,T01:85 (Aged 25-34 - All : All People ),8645700
United Kingdom,2014-09,T01:103 (Aged 25-34 - Inactive : All People ),1284200
United Kingdom,2014-09,T01:106 (Aged 35-49 - All : All People ),12991200
United Kingdom,2014-09,T01:124 (Aged 35-49 - Inactive : All People ),1742000
United Kingdom,2014-09,T01:127 (Aged 50+ - All : All People ),22643100
United Kingdom,2014-09,T01:145 (Aged 50+ - Inactive : All People ),13237700
United Kingdom,2014-09,T01:148 (Aged 50-64 - All : All People ),11691600
United Kingdom,2014-09,T01:166 (Aged 50-64 - Inactive : All People ),3403800
England,2014-09,T01:22 (Aged 16-64 - All : All People ),34135100
England,2014-09,T01:40 (Aged 16-64 - Inactive : All People ),7691200
England,2014-09,T01:43 (Aged 16-19 - All : All People ),2549600
England,2014-09,T01:61 (Aged 16-19 - Inactive : All People ),1427900
England,2014-09,T01:64 (Aged 20-24 - All : All People ),3548000
England,2014-09,T01:82 (Aged 20-24 - Inactive : All People ),936000
England,2014-09,T01:85 (Aged 25-34 - All : All People ),7340800
England,2014-09,T01:103 (Aged 25-34 - Inactive : All People ),1091700
England,2014-09,T01:106 (Aged 35-49 - All : All People ),10970800
England,2014-09,T01:124 (Aged 35-49 - Inactive : All People ),1456200
England,2014-09,T01:127 (Aged 50+ - All : All People ),18868700
England,2014-09,T01:145 (Aged 50+ - Inactive : All People ),10965100
England,2014-09,T01:148 (Aged 50-64 - All : All People ),9725900
England,2014-09,T01:166 (Aged 50-64 - Inactive : All People ),2779400
Wales,2014-09,T01:22 (Aged 16-64 - All : All People ),1910500
Wales,2014-09,T01:40 (Aged 16-64 - Inactive : All People ),481200
Wales,2014-09,T01:43 (Aged 16-19 - All : All People ),151400
Wales,2014-09,T01:61 (Aged 16-19 - Inactive : All People ),83200
Wales,2014-09,T01:64 (Aged 20-24 - All : All People ),215300
Wales,2014-09,T01:82 (Aged 20-24 - Inactive : All People ),63500
Wales,2014-09,T01:85 (Aged 25-34 - All : All People ),370200
Wales,2014-09,T01:103 (Aged 25-34 - Inactive : All People ),60400
Wales,2014-09,T01:106 (Aged 35-49 - All : All People ),581600
Wales,2014-09,T01:124 (Aged 35-49 - Inactive : All People ),80500
Wales,2014-09,T01:127 (Aged 50+ - All : All People ),1182600
Wales,2014-09,T01:145 (Aged 50+ - Inactive : All People ),730600
Wales,2014-09,T01:148 (Aged 50-64 - All : All People ),591900
Wales,2014-09,T01:166 (Aged 50-64 - Inactive : All People ),193700
Scotland,2014-09,T01:22 (Aged 16-64 - All : All People ),3415500
Scotland,2014-09,T01:40 (Aged 16-64 - Inactive : All People ),771300
Scotland,2014-09,T01:43 (Aged 16-19 - All : All People ),248600
Scotland,2014-09,T01:61 (Aged 16-19 - Inactive : All People ),121800
Scotland,2014-09,T01:64 (Aged 20-24 - All : All People ),365300
Scotland,2014-09,T01:82 (Aged 20-24 - Inactive : All People ),95500
Scotland,2014-09,T01:85 (Aged 25-34 - All : All People ),688400
Scotland,2014-09,T01:103 (Aged 25-34 - Inactive : All People ),97100
Scotland,2014-09,T01:106 (Aged 35-49 - All : All People ),1065700
Scotland,2014-09,T01:124 (Aged 35-49 - Inactive : All People ),139900
Scotland,2014-09,T01:127 (Aged 50+ - All : All People ),1993900
Scotland,2014-09,T01:145 (Aged 50+ - Inactive : All People ),1179200
Scotland,2014-09,T01:148 (Aged 50-64 - All : All People ),1047400
Scotland,2014-09,T01:166 (Aged 50-64 - Inactive : All People ),317000
Northern Ireland,2014-09,T01:22 (Aged 16-64 - All : All People ),1160300
Northern Ireland,2014-09,T01:40 (Aged 16-64 - Inactive : All People ),315000
Northern Ireland,2014-09,T01:43 (Aged 16-19 - All : All People ),95500
Northern Ireland,2014-09,T01:61 (Aged 16-19 - Inactive : All People ),67500
Northern Ireland,2014-09,T01:64 (Aged 20-24 - All : All People ),119200
Northern Ireland,2014-09,T01:82 (Aged 20-24 - Inactive : All People ),33300
Northern Ireland,2014-09,T01:85 (Aged 25-34 - All : All People ),246300
Northern Ireland,2014-09,T01:103 (Aged 25-34 - Inactive : All People ),35000
Northern Ireland,2014-09,T01:106 (Aged 35-49 - All : All People ),373000
Northern Ireland,2014-09,T01:124 (Aged 35-49 - Inactive : All People ),65400
Northern Ireland,2014-09,T01:127 (Aged 50+ - All : All People ),598100
Northern Ireland,2014-09,T01:145 (Aged 50+ - Inactive : All People ),362800
Northern Ireland,2014-09,T01:148 (Aged 50-64 - All : All People ),326200
Northern Ireland,2014-09,T01:166 (Aged 50-64 - Inactive : All People ),113700
United Kingdom,2014-12,T01:22 (Aged 16-64 - All : All People ),40651700
United Kingdom,2014-12,T01:40 (Aged 16-64 - Inactive : All People ),9277600
United Kingdom,2014-12,T01:43 (Aged 16-19 - All : All People ),3038100
United Kingdom,2014-12,T01:61 (Aged 16-19 - Inactive : All People ),1693700
United Kingdom,2014-12,T01:64 (Aged 20-24 - All : All People ),4247900
United Kingdom,2014-12,T01:82 (Aged 20-24 - Inactive : All People ),1148900
United Kingdom,2014-12,T01:85 (Aged 25-34 - All : All People ),8664200
United Kingdom,2014-12,T01:103 (Aged 25-34 - Inactive : All People ),1295200
United Kingdom,2014-12,T01:106 (Aged 35-49 - All : All People ),12968200
United Kingdom,2014-12,T01:124 (Aged 35-49 - Inactive : All People ),1741100
United Kingdom,2014-12,T01:127 (Aged 50+ - All : All People ),22751500
United Kingdom,2014-12,T01:145 (Aged 50+ - Inactive : All People ),13288300
United Kingdom,2014-12,T01:148 (Aged 50-64 - All : All People ),11733300
United Kingdom,2014-12,T01:166 (Aged 50-64 - Inactive : All People ),3398800
England,2014-12,T01:22 (Aged 16-64 - All : All People ),34166900
England,2014-12,T01:40 (Aged 16-64 - Inactive : All People ),7704700
England,2014-12,T01:43 (Aged 16-19 - All : All People ),2544500
England,2014-12,T01:61 (Aged 16-19 - Inactive : All People ),1420500
England,2014-12,T01:64 (Aged 20-24 - All : All People ),3548800
England,2014-12,T01:82 (Aged 20-24 - Inactive : All People ),953200
England,2014-12,T01:85 (Aged 25-34 - All : All People ),7356100
England,2014-12,T01:103 (Aged 25-34 - Inactive : All People ),1100300
England,2014-12,T01:106 (Aged 35-49 - All : All People ),10955700
England,2014-12,T01:124 (Aged 35-49 - Inactive : All People ),1457200
England,2014-12,T01:127 (Aged 50+ - All : All People ),18961100
England,2014-12,T01:145 (Aged 50+ - Inactive : All People ),11004600
England,2014-12,T01:148 (Aged 50-64 - All : All People ),9761800
England,2014-12,T01:166 (Aged 50-64 - Inactive : All People ),2773400
Wales,2014-12,T01:22 (Aged 16-64 - All : All People ),1909300
Wales,2014-12,T01:40 (Aged 16-64 - Inactive : All People ),483700
Wales,2014-12,T01:43 (Aged 16-19 - All : All People ),150700
Wales,2014-12,T01:61 (Aged 16-19 - Inactive : All People ),83200
Wales,2014-12,T01:64 (Aged 20-24 - All : All People ),215200
Wales,2014-12,T01:82 (Aged 20-24 - Inactive : All People ),64200
Wales,2014-12,T01:85 (Aged 25-34 - All : All People ),371300
Wales,2014-12,T01:103 (Aged 25-34 - Inactive : All People ),61400
Wales,2014-12,T01:106 (Aged 35-49 - All : All People ),579100
Wales,2014-12,T01:124 (Aged 35-49 - Inactive : All People ),80500
Wales,2014-12,T01:127 (Aged 50+ - All : All People ),1186800
Wales,2014-12,T01:145 (Aged 50+ - Inactive : All People ),733200
Wales,2014-12,T01:148 (Aged 50-64 - All : All People ),593000
Wales,2014-12,T01:166 (Aged 50-64 - Inactive : All People ),194500
Scotland,2014-12,T01:22 (Aged 16-64 - All : All People ),3414600
Scotland,2014-12,T01:40 (Aged 16-64 - Inactive : All People ),769300
Scotland,2014-12,T01:43 (Aged 16-19 - All : All People ),247600
Scotland,2014-12,T01:61 (Aged 16-19 - Inactive : All People ),122600
Scotland,2014-12,T01:64 (Aged 20-24 - All : All People ),364900
Scotland,2014-12,T01:82 (Aged 20-24 - Inactive : All People ),96100
Scotland,2014-12,T01:85 (Aged 25-34 - All : All People ),690300
Scotland,2014-12,T01:103 (Aged 25-34 - Inactive : All People ),97300
Scotland,2014-12,T01:106 (Aged 35-49 - All : All People ),1061200
Scotland,2014-12,T01:124 (Aged 35-49 - Inactive : All People ),139500
Scotland,2014-12,T01:127 (Aged 50+ - All : All People ),2002300
Scotland,2014-12,T01:145 (Aged 50+ - Inactive : All People ),1182200
Scotland,2014-12,T01:148 (Aged 50-64 - All : All People ),1050600
Scotland,2014-12,T01:166 (Aged 50-64 - Inactive : All People ),313900
Northern Ireland,2014-12,T01:22 (Aged 16-64 - All : All People ),1160900
Northern Ireland,2014-12,T01:40 (Aged 16-64 - Inactive : All People ),319900
Northern Ireland,2014-12,T01:43 (Aged 16-19 - All : All People ),95300
Northern Ireland,2014-12,T01:61 (Aged 16-19 - Inactive : All People ),67300
Northern Ireland,2014-12,T01:64 (Aged 20-24 - All : All People ),119100
Northern Ireland,2014-12,T01:82 (Aged 20-24 - Inactive : All People ),35400
Northern Ireland,2014-12,T01:85 (Aged 25-34 - All : All People ),246400
Northern Ireland,2014-12,T01:103 (Aged 25-34 - Inactive : All People ),36200
Northern Ireland,2014-12,T01:106 (Aged 35-49 - All : All People ),372200
Northern Ireland,2014-12,T01:124 (Aged 35-49 - Inactive : All People ),63900
Northern Ireland,2014-12,T01:127 (Aged 50+ - All : All People ),601300
Northern Ireland,2014-12,T01:145 (Aged 50+ - Inactive : All People ),368300
Northern Ireland,2014-12,T01:148 (Aged 50-64 - All : All People ),327900
Northern Ireland,2014-12,T01:166 (Aged 50-64 - Inactive : All People ),117100
United Kingdom,2015-03,T01:22 (Aged 16-64 - All : All People ),40703500
United Kingdom,2015-03,T01:40 (Aged 16-64 - Inactive : All People ),9237300
United Kingdom,2015-03,T01:43 (Aged 16-19 - All : All People ),3036500
United Kingdom,2015-03,T01:61 (Aged 16-19 - Inactive : All People ),1685500
United Kingdom,2015-03,T01:64 (Aged 20-24 - All : All People ),4243200
United Kingdom,2015-03,T01:82 (Aged 20-24 - Inactive : All People ),1123500
United Kingdom,2015-03,T01:85 (Aged 25-34 - All : All People ),8682200
United Kingdom,2015-03,T01:103 (Aged 25-34 - Inactive : All People ),1300800
United Kingdom,2015-03,T01:106 (Aged 35-49 - All : All People ),12956600
United Kingdom,2015-03,T01:124 (Aged 35-49 - Inactive : All People ),1731100
United Kingdom,2015-03,T01:127 (Aged 50+ - All : All People ),22852500
United Kingdom,2015-03,T01:145 (Aged 50+ - Inactive : All People ),13312500
United Kingdom,2015-03,T01:148 (Aged 50-64 - All : All People ),11785000
United Kingdom,2015-03,T01:166 (Aged 50-64 - Inactive : All People ),3396500
England,2015-03,T01:22 (Aged 16-64 - All : All People ),34215700
England,2015-03,T01:40 (Aged 16-64 - Inactive : All People ),7677300
England,2015-03,T01:43 (Aged 16-19 - All : All People ),2543800
England,2015-03,T01:61 (Aged 16-19 - Inactive : All People ),1415900
England,2015-03,T01:64 (Aged 20-24 - All : All People ),3545300
England,2015-03,T01:82 (Aged 20-24 - Inactive : All People ),927200
England,2015-03,T01:85 (Aged 25-34 - All : All People ),7370600
England,2015-03,T01:103 (Aged 25-34 - Inactive : All People ),1106900
England,2015-03,T01:106 (Aged 35-49 - All : All People ),10949700
England,2015-03,T01:124 (Aged 35-49 - Inactive : All People ),1451400
England,2015-03,T01:127 (Aged 50+ - All : All People ),19047500
England,2015-03,T01:145 (Aged 50+ - Inactive : All People ),11029600
England,2015-03,T01:148 (Aged 50-64 - All : All People ),9806300
England,2015-03,T01:166 (Aged 50-64 - Inactive : All People ),2776000
Wales,2015-03,T01:22 (Aged 16-64 - All : All People ),1908600
Wales,2015-03,T01:40 (Aged 16-64 - Inactive : All People ),488100
Wales,2015-03,T01:43 (Aged 16-19 - All : All People ),150400
Wales,2015-03,T01:61 (Aged 16-19 - Inactive : All People ),82200
Wales,2015-03,T01:64 (Aged 20-24 - All : All People ),214400
Wales,2015-03,T01:82 (Aged 20-24 - Inactive : All People ),68000
Wales,2015-03,T01:85 (Aged 25-34 - All : All People ),372100
Wales,2015-03,T01:103 (Aged 25-34 - Inactive : All People ),60800
Wales,2015-03,T01:106 (Aged 35-49 - All : All People ),577300
Wales,2015-03,T01:124 (Aged 35-49 - Inactive : All People ),79500
Wales,2015-03,T01:127 (Aged 50+ - All : All People ),1190500
Wales,2015-03,T01:145 (Aged 50+ - Inactive : All People ),737700
Wales,2015-03,T01:148 (Aged 50-64 - All : All People ),594300
Wales,2015-03,T01:166 (Aged 50-64 - Inactive : All People ),197700
Scotland,2015-03,T01:22 (Aged 16-64 - All : All People ),3417300
Scotland,2015-03,T01:40 (Aged 16-64 - Inactive : All People ),759200
Scotland,2015-03,T01:43 (Aged 16-19 - All : All People ),247100
Scotland,2015-03,T01:61 (Aged 16-19 - Inactive : All People ),121100
Scotland,2015-03,T01:64 (Aged 20-24 - All : All People ),364700
Scotland,2015-03,T01:82 (Aged 20-24 - Inactive : All People ),92600
Scotland,2015-03,T01:85 (Aged 25-34 - All : All People ),693100
Scotland,2015-03,T01:103 (Aged 25-34 - Inactive : All People ),98400
Scotland,2015-03,T01:106 (Aged 35-49 - All : All People ),1057800
Scotland,2015-03,T01:124 (Aged 35-49 - Inactive : All People ),138300
Scotland,2015-03,T01:127 (Aged 50+ - All : All People ),2010000
Scotland,2015-03,T01:145 (Aged 50+ - Inactive : All People ),1180500
Scotland,2015-03,T01:148 (Aged 50-64 - All : All People ),1054700
Scotland,2015-03,T01:166 (Aged 50-64 - Inactive : All People ),308900
Northern Ireland,2015-03,T01:22 (Aged 16-64 - All : All People ),1162000
Northern Ireland,2015-03,T01:40 (Aged 16-64 - Inactive : All People ),312600
