name,latitude,longitude,capacity_mw,primary_fuel,fuel_category
Allerton Waste Recovery Park (EfW),54.0326,-1.3805,27.0,Waste,Biomass
Walkers Wood Solar Park,53.3124,-0.9997,27.0,Solar,Solar
Laceby Solar Farm,53.5251,-0.1461,27.1,Solar,Solar
Glenchamber,54.9634,-4.7543,27.5,Wind,Wind
Ben Aketil,57.4298,-6.4583,27.6,Wind,Wind
Long Mountain,54.9841,-6.442,27.6,Wind,Wind
Toddleburn,55.7686,-2.8774,27.6,Wind,Wind
Hill of Glaschyle Wind Farm,57.5105,-3.6156,27.6,Wind,Wind
Assel Valley,55.2265,-4.7787,27.6,Wind,Wind
Glenconway 2 (formerly Altahullion Phase III),54.9705,-7.0348,27.6,Wind,Wind
Calder Water Community Wind Farm,55.6374,-4.2119,28.0,Wind,Wind
Kelburn,55.7563,-4.8062,28.0,Wind,Wind
Crighshane,54.6399,-7.7526,28.0,Wind,Wind
Tappaghan Wind Farm,54.5471,-7.6956,28.5,Wind,Wind
Hillhouse Farm,51.7357,-2.3624,28.5,Solar,Solar
Drone Hill,55.8979,-2.2619,28.6,Wind,Wind
Black Hill,55.7992,-2.4322,28.6,Wind,Wind
Twin Rivers,53.6082,-0.905,28.7,Wind,Wind
Penmanshiel Wind Farm,55.8969,-2.3213,28.7,Wind,Wind
Elms Farm,51.6051,-1.4003,29.0,Solar,Solar
Beinn an Tuirc 1,55.5732,-5.5874,29.7,Wind,Wind
Fraisthorpe Wind Farm,54.0479,-0.2307,29.7,Wind,Wind
Beinn Tharsuinn,57.7882,-4.2482,29.75,Wind,Wind
Dun Law 2,55.7868,-2.8423,29.75,Wind,Wind
Cruach Mhor,56.039,-5.1559,29.75,Wind,Wind
Beinn Tharsuinn Windfarm Project,57.8053,-4.329,29.8,Wind,Wind
Coire Na Cloiche Wind Farm,57.7696,-4.3732,29.9,Wind,Wind
Stroupster,58.5719,-3.137,29.9,Wind,Wind
Hill of Stroupster Windfarm,58.5793,-3.1324,29.9,Wind,Wind
Quixwood Moor,55.8674,-2.3527,29.9,Wind,Wind
Lissett,54.0071,-0.2885,29.95,Wind,Wind
Slieve Divena,54.5086,-7.1064,30.0,Wind,Wind
Roughside Hill,55.7046,-3.0677,30.0,Wind,Wind
Troughton Farm,51.9592,-2.1215,30.0,Solar,Solar
Rose And Crown Farm,52.7121,0.1965,30.0,Solar,Solar
West Browncastle,55.659,-4.2091,30.0,Wind,Wind
Curraghamulkin (Dooish Wind Farm),54.5778,-7.5141,30.0,Wind,Wind
Hywind Scotland Pilot Park (Hywind 2) Demonstrator,57.5075,-1.4426,30.0,Wind,Wind
Tyseley ERF,52.4557,-1.8499,30.0,Waste,Biomass
Trident Park,51.4726,-3.1506,30.0,Waste,Biomass
Copley Farm,53.0222,-0.7353,30.0,Solar,Solar
Burnfoot Hill,56.2091,-3.7728,30.1,Wind,Wind
Exning,52.2502,0.3486,30.28,Solar,Solar
Dalswinton,55.1841,-3.6506,30.8,Wind,Wind
Tormywheel,55.8048,-3.6721,30.8,Wind,Wind
Beck Burn (resubmission),55.0107,-3.0263,31.0,Wind,Wind
Llandinam Windfarm,52.4421,-3.4308,31.0,Wind,Wind
Fenton Home Farm,51.8195,-4.9189,31.3,Solar,Solar
Broxted Solar Park,52.1314,0.5172,31.59,Solar,Solar
Munceys Farm,52.0649,0.011,31.6,Solar,Solar
Black Peak Farm,52.0782,0.0489,31.8,Solar,Solar
SELCHP ERF,51.4846,-0.0454,32.0,Cogeneration,Gas
Dolgarrog,53.1912,-3.8426,32.0,Hydro,Hydro
Severnside Energy Recovery Centre,51.5406,-2.6553,32.0,Waste,Biomass
Ffynnon Oer,51.683,-3.6287,32.0,Wind,Wind
Calliachar,56.6277,-3.8761,32.2,Wind,Wind
Baglan Bay OCGT,51.5924,-3.7802,32.3,Gas,Gas
Sanquhar Community Windfarm,55.3442,-4.0466,32.4,Wind,Wind
Ermine Street Farm solar park,53.0152,-0.5214,32.5,Solar,Solar
Mynydd Y Gwair Wind Farm (resubmission),51.7492,-3.9381,32.8,Wind,Wind
Tongland,55.0736,-4.1408,33.0,Hydro,Hydro
Blackburn Meadows,53.4201,-1.3985,33.0,Biomass,Biomass
Goole Fields,53.6659,-0.8893,33.0,Wind,Wind
Ardwick Railway Goods Yard Incinerator (Newhaven EFW Plant),53.474,-2.2079,33.5,Waste,Biomass
Carno,52.5494,-3.6082,33.6,Wind,Wind
Coltishall 1,52.7551,1.3569,33.68,Solar,Solar
Wymeswold Airfield,52.8033,-1.1116,34.0,Solar,Solar
Halsary Wind Farm,58.4309,-3.4444,34.0,Wind,Wind
Ratcliffe GT,52.8653,-1.255,34.0,Gas,Gas
Garreg Lwyd,52.4131,-3.2841,34.0,Wind,Wind
Tummel,56.7075,-4.021,34.0,Hydro,Hydro
Mynydd y Betws,51.7728,-3.929,34.5,Wind,Wind
Tievenameenta,54.705,-7.591,34.5,Wind,Wind
Water Eaton Farm / Port Farm,51.6433,-1.8178,34.8,Solar,Solar
Goole Fields 2,53.6768,-0.8868,34.85,Wind,Wind
Port of Tyne,54.9773,-1.4559,35.0,Storage,Storage
Airies Farm,54.8021,-4.6577,35.0,Wind,Wind
Aberthaw Power Station Biomass,51.3875,-3.4066,35.0,Biomass,Biomass
Slough,51.5095,-0.5954,35.0,Cogeneration,Gas
Maentwrog,52.946,-3.9879,35.3,Hydro,Hydro
Auchrobert Wind Farm,55.624,-3.9842,36.0,Wind,Wind
Chapel Lane Parley Solar Farm Phase 2,50.7959,-1.8563,36.0,Solar,Solar
Great Glen Scheme,57.2016,-4.7213,36.0,Hydro,Hydro
Green Rigg,55.1323,-2.127,36.0,Wind,Wind
Andershaw,55.5093,-3.8463,36.3,Wind,Wind
Novar 2,57.71,-4.427,36.8,Wind,Wind
Drumderg,56.6222,-3.232,36.8,Wind,Wind
Minsca,55.1221,-3.3529,36.8,Wind,Wind
Clashindarroch,57.3665,-2.8661,36.9,Wind,Wind
Glenmoriston,57.1971,-4.8694,37.0,Hydro,Hydro
Kencot Hill Solar Farm (revised application),51.7601,-1.6396,37.0,Solar,Solar
Lakeside EfW,51.4872,-0.5251,37.0,Waste,Biomass
Earlsburn,56.0708,-4.0955,37.5,Wind,Wind
Brockaghboy Wind Farm,54.9806,-6.765,37.5,Wind,Wind
Brenig Wind Farm (Resubmission),53.109,-3.5031,37.6,Wind,Wind
Deanie,57.5167,-4.9333,38.0,Hydro,Hydro
Raventhorpe Farm,53.5604,-0.5813,38.0,Solar,Solar
Achany,58.0019,-4.5,38.0,Wind,Wind
Elean,52.3979,0.1297,38.0,Biomass,Biomass
Longpark,55.6692,-2.8275,38.0,Wind,Wind
Wilton 10,54.5674,-1.0967,38.0,Biomass,Biomass
Great Wilbraham Solar Farm,52.1845,0.2699,38.1,Solar,Solar
Pollnalaght (Cornavarrow),54.5683,-7.441,38.4,Wind,Wind
Tom Nan Clach (redesign),57.3929,-3.8917,39.0,Wind,Wind
Oldbury,52.5169,-2.0288,40.0,Biomass,Biomass
Brigg Renewable Energy Plant (Re-submission),53.5423,-0.5096,40.0,Biomass,Biomass
Clachan,56.3,-5.5833,40.0,Hydro,Hydro
Millennium Windfarm,57.1552,-4.8836,40.0,Wind,Wind
Sleaford Renewable Energy Plant,52.999,-0.3827,40.0,Biomass,Biomass
Cowdown Lane,51.1961,-1.4601,40.0,Solar,Solar
Huggin's Hall,51.0936,0.5083,40.0,Storage,Storage
West Burton GT,53.3631,-0.7976,40.0,Gas,Gas
Margam Green Energy Plant,51.5633,-3.7479,40.0,Biomass,Biomass
Fairburn,57.5329,-4.6315,40.0,Wind,Wind
Scottow,52.756,1.353,40.3,Solar,Solar
Bloxwich Battery,52.5901,-2.01,41.0,Storage,Storage
Canworthy Water,50.7035,-4.4906,41.0,Solar,Solar
Edinbane,57.4691,-6.4322,41.0,Wind,Wind
Rothes 2,57.5373,-3.363,41.4,Wind,Wind
Blyth Offshore Wind Test Site,55.167,-1.3644,41.5,Wind,Wind
Thetford,52.4486,0.7253,41.5,Biomass,Biomass
SAICA Paper Mill,53.4251,-2.4195,41.6,Biomass,Biomass
Templeborough Biomass Power Plant- Rotherham,53.4226,-1.3734,42.0,Biomass,Biomass
Windyhill Road (Dunbeg) Wind Farm,55.0804,-6.8886,42.0,Wind,Wind
A'Chruach,56.1528,-5.3102,42.6,Wind,Wind
Tilbury Green Power,51.4604,0.3497,43.0,Biomass,Biomass
Beinn an Tuirc 2,55.5732,-5.5874,43.7,Wind,Wind
Tween Bridge,53.6223,-0.9356,44.0,Wind,Wind
Snetterton Biomass Plant,52.4791,0.9544,44.2,Biomass,Biomass
Burghfield,51.4563,-0.9711,45.0,Oil,Oil
Vine Farm Solar Park,52.1112,-0.0691,45.0,Solar,Solar
Chickerell,50.6114,-2.4533,45.0,Oil,Oil
Rannoch,56.6333,-4.3667,45.0,Hydro,Hydro
Lochay,54.9667,-3.4667,46.0,Hydro,Hydro
Landmead Farm (East Hanney),51.644,-1.3736,46.0,Solar,Solar
Carraig Gheal,56.339,-5.2945,46.0,Wind,Wind
Corriemoillie,57.6687,-4.773,47.5,Wind,Wind
Kilbraur Windfarm,58.0404,-4.0588,47.5,Wind,Wind
Aikengall,55.9172,-2.4901,48.0,Wind,Wind
Southwick Estate,50.8844,-1.0813,48.0,Solar,Solar
Hill of Towie,57.6228,-3.341,48.3,Wind,Wind
Causeymire,58.4435,-3.0854,48.3,Wind,Wind
Wilton 11 EfW,54.5674,-1.0967,49.0,Waste,Biomass
Roosecote,54.1052,-3.19,49.0,Storage,Storage
Pelham,51.9374,0.1192,49.0,Storage,Storage
Iggesund Paperboard CHP Plant,54.664,-3.5473,49.0,Biomass,Biomass
Eveley,51.1076,-1.5302,49.33,Solar,Solar
Kentish Flats Extension,51.45,1.08,49.5,Wind,Wind
Snarlton Farm (Melksham solar farm),51.3734,-2.0897,49.6,Solar,Solar
K3 CHP Facility (Kemsley EfW),51.3669,0.7589,49.9,Waste,Biomass
West Raynham,52.7905,0.7448,49.9,Solar,Solar
Creyke Beck,53.7983,-0.421,49.9,Storage,Storage
Thornhill,53.6908,-1.6291,50.0,Gas,Gas
Wroughton Airfield Solar Park,51.5104,-1.8124,50.0,Solar,Solar
Steven's Croft,55.1524,-3.3809,50.0,Cogeneration,Gas
Camster,58.4087,-3.2715,50.0,Wind,Wind
Afton Wind Farm,55.3116,-4.1743,50.0,Wind,Wind
Fibrepower  Slough,51.5244,-0.6277,50.0,Waste,Biomass
Frodsham Wind Farm Ltd,53.3006,-2.7689,50.4,Wind,Wind
Middle Muir Wind Farm,55.5129,-3.804,51.0,Wind,Wind
Aberthaw GT,51.3875,-3.4068,51.0,Gas,Gas
Allington EFW,51.2865,0.4904,51.0,Waste,Biomass
Rothes,57.5373,-3.363,51.0,Wind,Wind
Harburnhead Wind Farm,55.8087,-3.5322,51.7,Wind,Wind
Owl's Hatch Solar Park,51.3516,1.0986,51.94,Solar,Solar
Baillie,58.5679,-3.677,52.5,Wind,Wind
Coolkeeragh OCGT,55.0437,-7.2487,53.0,Gas,Gas
Blackcraig,55.1199,-4.0321,53.0,Wind,Wind
Middlemoor,55.4986,-1.7678,54.0,Wind,Wind
Slieve Rushen Extension,54.1903,-7.6284,54.0,Wind,Wind
Ray,55.1822,-2.0714,54.4,Wind,Wind
Black Law 2,55.7622,-3.7626,55.42,Wind,Wind
Rheidol,52.4076,-3.8772,55.98,Hydro,Hydro
Mark Hill,55.1284,-4.7463,56.0,Wind,Wind
Grain GT,51.4444,0.7114,56.0,Gas,Gas
Sandbach,53.1623,-2.4037,56.0,Gas,Gas
Castleford,53.7259,-1.3626,56.0,Gas,Gas
Brechfa Forest West,51.9606,-4.1234,57.4,Wind,Wind
Mid Hill I,56.9688,-2.4862,57.5,Wind,Wind
Blackburn,53.75,-2.4833,59.0,Gas,Gas
Cefn Croes,52.405,-3.7507,59.0,Wind,Wind
Little Cheyne Court,50.9638,0.8227,59.8,Wind,Wind
Scroby Sands,52.6439,1.7889,60.0,Wind,Wind
Edmonton,51.6163,-0.0404,60.0,Waste,Biomass
North Hoyle,53.4172,-3.4486,60.0,Wind,Wind
Moy,57.3888,-4.0488,60.0,Wind,Wind
Aikengall II  Wester Dod Community Wind Farm,55.9172,-2.4901,60.8,Wind,Wind
Clunie,57.55,-2.6167,61.2,Hydro,Hydro
Windy Standard II Wind Farm (Brockloch Rig Phase 1),55.2922,-4.2031,61.5,Wind,Wind
Teesside,54.6453,-1.0955,62.0,Wind,Wind
Crystal Rig,55.883,-2.5075,63.0,Wind,Wind
Paul's Hill,57.4462,-3.4762,64.0,Wind,Wind
Gunfleet Sands 2,51.7272,1.2459,65.0,Wind,Wind
Markinch CHP,56.2012,-3.1623,65.0,Cogeneration,Gas
Scout Moor,53.669,-2.2679,65.0,Wind,Wind
Millennium,57.1552,-4.8836,65.0,Wind,Wind
Fullabrook Down Wind Farm,51.1569,-4.1027,66.0,Wind,Wind
Galawhistle,55.5396,-3.9754,66.0,Wind,Wind
Berry Burn,57.4466,-3.4754,66.7,Wind,Wind
Lerwick,60.1545,-1.1494,67.0,Oil,Oil
Kilbraur,57.9924,-3.9787,67.5,Wind,Wind
Strathy North,58.49,-4.0336,67.65,Wind,Wind
Keadby,53.6118,-0.7637,68.0,Wind,Wind
Dersalloch,55.3043,-4.4882,69.0,Wind,Wind
Lochluichart,57.6546,-4.8167,69.0,Wind,Wind
Corriegarth,57.1901,-4.3596,69.0,Wind,Wind
MOD Lyneham,51.5066,-1.968,69.8,Solar,Solar
Gordonbush,58.0595,-3.9591,70.0,Wind,Wind
Riverside Resource Recovery Facility (RRRF),51.4683,0.1178,72.0,Waste,Biomass
Braes of Doune Wind Farm,56.2698,-4.0589,72.0,Wind,Wind
Shotwick,53.2409,-3.0227,72.21,Solar,Solar
Slieve Kirk,54.9203,-7.2889,73.6,Wind,Wind
Drax GT,53.7364,-0.9981,75.0,Gas,Gas
Mid Hill,56.9688,-2.4862,75.9,Wind,Wind
Ferrybridge Multi-fuel,53.7164,-1.2819,79.0,Biomass,Biomass
Runcorn EfW,53.3257,-2.7524,81.0,Waste,Biomass
Beinneun,57.0956,-4.9655,85.0,Wind,Wind
Kype Muir Wind Farm,55.6327,-4.0361,88.4,Wind,Wind
Robin Rigg West,54.7473,-3.7293,90.0,Wind,Wind
Rhyl Flats,53.3776,-3.6402,90.0,Wind,Wind
Robin Rigg East,54.7642,-3.6955,90.0,Wind,Wind
Barrow,53.9915,-3.2983,90.0,Wind,Wind
Burbo Bank,53.4882,-3.1849,90.0,Wind,Wind
Kentish Flats,51.4606,1.0938,90.0,Wind,Wind
Farr,57.3339,-4.103,92.0,Wind,Wind
European Offshore Wind Deployment Centre (EOWDC) (Aberdeen Bay - Demonstration site),57.1462,-2.0728,93.2,Wind,Wind
Dunmaglass,57.2515,-4.2558,94.1,Wind,Wind
Lynn,53.1356,0.4515,97.0,Wind,Wind
Inner Dowsing,53.188,0.4465,97.0,Wind,Wind
Didcot GT,51.6246,-1.2683,100.0,Gas,Gas
Glendoe,57.1437,-4.6592,100.0,Hydro,Hydro
Gunfleet Sands 1,51.7308,1.218,108.0,Wind,Wind
Whitelee Windfarm Extension phase 2,55.6394,-4.3176,109.0,Wind,Wind
Bhlaraidh (previously Balmacaan),57.2191,-4.5819,110.0,Wind,Wind
Ballylumford B OCGT,54.845,-5.787,116.0,Gas,Gas
Hadyard Hill,55.2568,-4.7319,119.6,Wind,Wind
Arecleoch,55.0688,-4.7971,120.0,Wind,Wind
Black Law,55.7622,-3.7626,124.2,Wind,Wind
Harestanes,55.239,-3.5742,136.0,Wind,Wind
Crystal Rig 2,55.8995,-2.5293,138.0,Wind,Wind
Indian Queens,50.3955,-4.8996,140.0,Oil,Oil
Cowes,50.7469,-1.2862,140.0,Gas,Gas
Kilroot OCGT,54.7251,-5.7643,142.0,Gas,Gas
Fallago Rig,55.8313,-2.688,144.0,Wind,Wind
Taylor's Lane GT,51.5459,-0.2575,144.0,Gas,Gas
Glanford Brigg,53.5411,-0.5055,150.0,Gas,Gas
Ormonde,54.0889,-3.4386,150.0,Wind,Wind
Sloy,56.2512,-4.7117,152.5,Hydro,Hydro
Clyde Wind Farm Extension (Clyde 2),55.5041,-3.5479,172.8,Wind,Wind
Dorenell Wind Farm (Previously Site A and B Scaut Hill),57.3509,-3.1317,177.0,Wind,Wind
Fellside CHP,54.4184,-3.4883,180.0,Cogeneration,Gas
Walney 2,54.0807,-3.609,184.0,Wind,Wind
Walney 1,54.0394,-3.5158,184.0,Wind,Wind
Griffin,56.5812,-3.7338,188.6,Wind,Wind
Westermost Rough,53.0977,0.5615,210.0,Wind,Wind
Whitelee 2,55.6772,-4.2868,217.02,Wind,Wind
Humber Gateway,53.3875,0.5006,219.0,Wind,Wind
Stronelairg Wind Farm,57.1269,-4.5264,228.0,Wind,Wind
Pen y Cymoedd,51.6555,-3.6957,228.0,Wind,Wind
Uskmouth Power,51.5491,-2.9705,230.0,Coal,Coal
Barry,51.4089,-3.2301,235.0,Gas,Gas
Kilgallioch wind farm,54.9885,-4.8017,239.0,Wind,Wind
Peterborough,52.5769,-0.204,240.0,Gas,Gas
Burbo Bank Extension (Burbo Bank 2),53.48,-3.27,258.0,Wind,Wind
Lincs,53.1842,0.4981,270.0,Wind,Wind
Race Bank (Phase 1),53.136,0.5892,286.5,Wind,Wind
Foyers,57.2618,-4.4835,300.0,Hydro,Hydro
Thanet,51.4299,1.6334,300.0,Wind,Wind
Sheringham Shoal BMU 1 & 2,53.1353,1.1479,316.0,Wind,Wind
Whitelee,55.6812,-4.2791,322.0,Wind,Wind
Clyde Wind Farm,55.4416,-3.5427,350.0,Wind,Wind
Galloper Wind Farm,51.88,2.04,353.0,Wind,Wind
Ffestiniog,52.9807,-3.9686,360.0,Hydro,Hydro
West of Duddon Sands,53.9851,-3.462,389.0,Wind,Wind
Cottam Development Centre,53.3051,-0.7858,395.0,Gas,Gas
EFDA JJET Fusion Flywheel,51.6579,-1.2287,400.0,Storage,Storage
Rampion Offshore Wind Farm (Hastings Zone),50.64,-0.18,400.0,Wind,Wind
Corby,52.5104,-0.6814,401.0,Gas,Gas
Dudgeon East,53.1175,0.6135,402.0,Wind,Wind
Enfield,51.6625,-0.0225,408.0,Gas,Gas
Coolkeeragh,55.0437,-7.2487,408.0,Gas,Gas
Seabank 2,51.5392,-2.67,410.0,Gas,Gas
Great Yarmouth,52.5839,1.7338,420.0,Gas,Gas
Shoreham,50.8292,-0.2311,420.0,Gas,Gas
Cruachan,56.394,-5.115,440.0,Hydro,Hydro
Cruachan,56.4112,-5.1135,440.0,Hydro,Hydro
Greater Gabbard,51.9176,1.9284,504.0,Wind,Wind
Deeside,53.2332,-3.0547,515.0,Gas,Gas
Baglan Bay CCGT,51.6145,-3.8352,520.0,Gas,Gas
Kilroot,54.7255,-5.7653,520.0,Coal,Coal
Ballylumford B,54.845,-5.787,540.0,Gas,Gas
Gwynt y Mor,53.454,-3.6266,576.0,Wind,Wind
Beatrice,58.0882,-2.9502,588.0,Wind,Wind
Killingholme,53.6535,-0.2556,600.0,Gas,Gas
Ballylumford C,54.8428,-5.7853,616.0,Gas,Gas
London Array,51.6217,1.4958,630.0,Wind,Wind
Walney 3,54.09,-3.74,660.0,Wind,Wind
Medway,51.4396,0.6894,700.0,Gas,Gas
Rye House,51.7626,0.0094,715.0,Gas,Gas
Little Barford,52.2046,-0.2693,720.0,Gas,Gas
Coryton,51.5119,0.5079,800.0,Gas,Gas
Damhead Creek,51.4249,0.6014,805.0,Gas,Gas
Rocksavage,53.3147,-2.7232,810.0,Gas,Gas
Seabank 1,51.5392,-2.67,812.0,Gas,Gas
Sutton Bridge,52.7579,0.1923,819.0,Gas,Gas
Marchwood,50.8998,-1.4384,842.0,Gas,Gas
Severn Power,51.5475,-2.975,850.0,Gas,Gas
Spalding,52.773,-0.1441,880.0,Gas,Gas
Carrington,53.4366,-2.4077,900.0,Gas,Gas
Langage,50.3882,-4.0118,905.0,Gas,Gas
Hinkley Point B,51.2085,-3.1334,955.0,Nuclear,Nuclear
Hunterston B,55.7204,-4.8964,965.0,Nuclear,Nuclear
Dungeness B,50.9133,0.964,1050.0,Nuclear,Nuclear
Heysham 1,54.0285,-2.916,1155.0,Nuclear,Nuclear
Hartlepool,54.6341,-1.1801,1180.0,Nuclear,Nuclear
Peterhead,57.4772,-1.7889,1180.0,Gas,Gas
Torness,55.9679,-2.4086,1185.0,Nuclear,Nuclear
Sizewell B,52.2145,1.6206,1198.0,Nuclear,Nuclear
Hornsea 1 - Heron & Njord,53.6815,1.4207,1200.0,Wind,Wind
Saltend,53.735,-0.2432,1200.0,Gas,Gas
Heysham 2,54.0285,-2.916,1230.0,Nuclear,Nuclear
VPI Immingham,53.6366,-0.2395,1240.0,Cogeneration,Gas
South Humber Bank,53.6008,-0.1446,1310.0,Gas,Gas
West Burton CCGT,53.3631,-0.7976,1332.0,Gas,Gas
Connahs Quay,53.2317,-3.0815,1380.0,Gas,Gas
Grain CHP,51.4444,0.7114,1404.0,Cogeneration,Gas
Didcot B,51.6246,-1.2683,1470.0,Gas,Gas
Aberthaw B,51.3873,-3.4049,1586.0,Coal,Coal
Dinorwig,53.1186,-4.1139,1728.0,Hydro,Hydro
Staythorpe C,53.073,-0.8585,1772.0,Gas,Gas
Dinorwig,53.1181,-4.1032,1800.0,Hydro,Hydro
Eggborough,53.7116,-1.1269,1960.0,Coal,Coal
Drax,53.7356,-0.9911,1980.0,Coal,Coal
Ratcliffe,52.8653,-1.255,2000.0,Coal,Coal
Cottam,53.304,-0.7815,2008.0,Coal,Coal
West Burton,53.3604,-0.8102,2012.0,Coal,Coal
Pembroke,51.685,-4.99,2180.0,Gas,Gas
