index,label
S2414_C03_019E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services"
S0501_C02_028E,Native!!MARITAL STATUS!!Population 15  years and over
S0502PR_C03_131E,Foreign born; Entered 2000 to 2009!!Occupied housing units!!ROOMS!!2 or 3 rooms
S0501_C02_025E,Native!!Total population!!HOUSEHOLD TYPE!!In other households
S0701_C03_047E,"Moved; from different county, same state!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$75,000 or more"
S2902_C02_017E,"Percent!!Citizens 18 years and over!!POVERTY STATUS!!Total Citizens, 18 years and older, for whom poverty status is determined"
S2504_C06_004E,Percent renter-occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!2 apartments
S1401_C05_009E,"In private school!!Population 3 years and over enrolled in school!!Graduate, professional school"
S2412_C03_010E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:"
S0502PR_C03_130E,Foreign born; Entered 2000 to 2009!!Occupied housing units!!ROOMS!!1 room
S2504_C06_005E,Percent renter-occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!3 or 4 apartments
S0501_C02_026E,Native!!Total population!!Average  household size
S2902_C02_016E,Percent!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!Bachelor's degree or higher
S0701_C03_046E,"Moved; from different county, same state!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$65,000 to $74,999"
S2412_C03_011E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Community and social service occupations"
S2504_C06_006E,Percent renter-occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!5 to 9 apartments
S0804_C03_015E,"Car, truck, or van -- carpooled!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
S2504_C06_007E,Percent renter-occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!10 or more apartments
S0804_C03_014E,"Car, truck, or van -- carpooled!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
S2504_C06_008E,Percent renter-occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!Mobile home or other type of housing
S0804_C03_013E,"Car, truck, or van -- carpooled!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
S2504_C06_009E,Percent renter-occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!2020 or later
S0804_C03_012E,"Car, truck, or van -- carpooled!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
S0504_C01_131E,Total!!Occupied housing units!!ROOMS!!4 or 5 rooms
S1401_C05_003E,In private school!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade
S0804_C03_011E,"Car, truck, or van -- carpooled!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
S2902_C02_011E,"Percent!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!Some college, no degree"
S0501_C02_020E,Native!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race
S0504_C01_130E,Total!!Occupied housing units!!ROOMS!!2 or 3 rooms
S1401_C05_004E,In private school!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade!!Kindergarten
S0804_C03_010E,"Car, truck, or van -- carpooled!!Workers 16 years and over!!SEX!!Female"
S2902_C02_010E,Percent!!Citizens 18 years and over!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency)
S0505_C04_129E,Foreign born; Born in South Central Asia!!Occupied housing units!!ROOMS!!1 room
S1401_C05_001E,In private school!!Population 3 years and over enrolled in school
S0505_C04_128E,Foreign born; Born in South Central Asia!!Occupied housing units!!HOUSING TENURE!!Average household size of renter-occupied unit
S1401_C05_002E,"In private school!!Population 3 years and over enrolled in school!!Nursery school, preschool"
S0505_C04_127E,Foreign born; Born in South Central Asia!!Occupied housing units!!HOUSING TENURE!!Average household size of owner-occupied unit
S0504_C01_135E,Total!!Occupied housing units!!1.01 or more occupants per room
S2603_C01_044E,Total population!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veteran
S0505_C04_126E,Foreign born; Born in South Central Asia!!Occupied housing units!!HOUSING TENURE!!Renter-occupied housing units
S0504_C01_134E,Total!!Occupied housing units!!Median number of rooms
S2603_C01_043E,Total population!!VETERAN STATUS!!Civilian population 18 years and over
S0505_C04_125E,Foreign born; Born in South Central Asia!!Occupied housing units!!HOUSING TENURE!!Owner-occupied housing units
S0504_C01_133E,Total!!Occupied housing units!!ROOMS!!8 or more rooms
S2503_C03_021E,"Owner-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$2,500 to $2,999"
S2603_C01_042E,Total population!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher
S0504_C01_132E,Total!!Occupied housing units!!ROOMS!!6 or 7 rooms
S0505_C04_124E,Foreign born; Born in South Central Asia!!Occupied housing units
S2603_C01_041E,Total population!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher
S2503_C03_020E,"Owner-occupied housing units!!Occupied housing units!!MONTHLY HOUSING COSTS!!$2,000 to $2,499"
S0505_C04_123E,"Foreign born; Born in South Central Asia!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no spouse present, family!!With related children of the householder under 5 years only"
S2603_C01_040E,Total population!!EDUCATIONAL ATTAINMENT!!Population 25 years and over
S0504_C01_139E,Total!!Occupied housing units!!SELECTED CHARACTERISTICS!!Limited English Speaking Households
S2601APR_C03_091E,Institutionalized group quarters population!!OCCUPATION!!Civilian employed population 16 years and over
S0804_C03_019E,"Car, truck, or van -- carpooled!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
S0506_C05_039E,Foreign born; Born in Caribbean!!MARITAL STATUS!!Population 15  years and over!!Divorced or separated
S0505_C04_122E,"Foreign born; Born in South Central Asia!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no spouse present, family!!With related children of the householder under 18 years"
S0504_C01_138E,Total!!Occupied housing units!!SELECTED CHARACTERISTICS!!No telephone service available
S2601APR_C03_090E,Institutionalized group quarters population!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force
S0804_C03_018E,"Car, truck, or van -- carpooled!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
S0506_C05_038E,"Foreign born; Born in Caribbean!!MARITAL STATUS!!Population 15  years and over!!Now married, except separated"
S0505_C04_121E,"Foreign born; Born in South Central Asia!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no spouse present, family"
S0804_C03_017E,"Car, truck, or van -- carpooled!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
S0504_C01_137E,Total!!Occupied housing units!!VEHICLES AVAILABLE!!1 or more
S0506_C05_037E,Foreign born; Born in Caribbean!!MARITAL STATUS!!Population 15  years and over!!Never married
S0804_C03_016E,"Car, truck, or van -- carpooled!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
S0505_C04_120E,Foreign born; Born in South Central Asia!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family!!With related children of the householder under 5 years only
S0504_C01_136E,Total!!Occupied housing units!!VEHICLES AVAILABLE!!None
S0506_C05_024E,Foreign born; Born in Caribbean!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American
S0502PR_C03_101E,Foreign born; Entered 2000 to 2009!!INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income
S0502PR_C01_095E,"Total!!EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$75,000 or more"
S0502PR_C03_100E,Foreign born; Entered 2000 to 2009!!INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings!!Mean earnings (dollars)
S2603_C01_039E,Total population!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school
S0506_C05_023E,Foreign born; Born in Caribbean!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White
S0502PR_C01_096E,"Total!!EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!Median earnings (dollars) for full-time, year-round workers:!!Male"
S0506_C05_022E,Foreign born; Born in Caribbean!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race
S0504_C01_129E,Total!!Occupied housing units!!ROOMS!!1 room
S2001_C02_009E,"Percent!!Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$50,000 to $64,999"
S2603_C01_038E,Total population!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school through 12th grade
S0502PR_C01_097E,"Total!!EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!Median earnings (dollars) for full-time, year-round workers:!!Female"
S0506_C05_021E,Foreign born; Born in Caribbean!!Foreign-born population!!SEX AND AGE!!Median age (years)
S2001_C02_008E,"Percent!!Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$35,000 to $49,999"
S0504_C01_128E,Total!!Occupied housing units!!HOUSING TENURE!!Average household size of renter-occupied unit
S2603_C01_037E,Total population!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school
S0502PR_C01_098E,Total!!INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households
S0506_C05_020E,Foreign born; Born in Caribbean!!Foreign-born population!!SEX AND AGE!!85 years and over
S2001_C02_007E,"Percent!!Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$25,000 to $34,999"
S0502PR_C03_105E,Foreign born; Entered 2000 to 2009!!INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income
S0502PR_C01_099E,Total!!INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings
S2504_C06_030E,Percent renter-occupied housing units!!Occupied housing units!!VEHICLES AVAILABLE!!3 or more vehicles available
S2412_C03_028E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Sales and office occupations:!!Office and administrative support occupations"
S2603_C01_036E,Total population!!MARITAL STATUS!!Population 15 years and over!!Never married
S2001_C02_006E,"Percent!!Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$15,000 to $24,999"
S2603_C01_035E,Total population!!MARITAL STATUS!!Population 15 years and over!!Separated
S2504_C06_031E,Percent renter-occupied housing units!!Occupied housing units!!TELEPHONE SERVICE AVAILABLE!!With telephone service
S2412_C03_029E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Natural resources, construction, and maintenance occupations:"
S0502PR_C03_104E,Foreign born; Entered 2000 to 2009!!INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income!!Mean Supplemental Security Income (dollars)
S2001_C02_005E,"Percent!!Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$10,000 to $14,999"
S2504_C06_032E,Percent renter-occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!Utility gas
S2603_C01_034E,Total population!!MARITAL STATUS!!Population 15 years and over!!Divorced
S0502PR_C03_103E,Foreign born; Entered 2000 to 2009!!INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income
S2414_C03_001E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings"
S2001_C02_004E,"Percent!!Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$1 to $9,999 or loss"
S2504_C06_033E,"Percent renter-occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!Bottled, tank, or LP gas"
S2603_C01_033E,Total population!!MARITAL STATUS!!Population 15 years and over!!Widowed
S0502PR_C03_102E,Foreign born; Entered 2000 to 2009!!INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income!!Mean Social Security income (dollars)
S0501_C02_035E,Native!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades K-8)
S2504_C06_034E,Percent renter-occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!Electricity
S2414_C03_002E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Agriculture, forestry, fishing and hunting, and mining:"
S2001_C02_003E,"Percent!!Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS"
S2412_C03_024E,"Median earnings (dollars) for female!!Full-time, year-round civilian employed population 16 years and over with earnings!!Service occupations:!!Building and grounds cleaning and maintenance occupations"
