EUBWID,label,year,classificationLabel,regime,classificationType
ukj4210-12700,"Joss Bay, Broadstairs",2019,Good,2006 directive,actual assessment
ukj4210-12700,"Joss Bay, Broadstairs",2021,Excellent,2006 directive,actual assessment
ukj4210-12700,"Joss Bay, Broadstairs",2022,Excellent,2006 directive,actual assessment
ukj4210-12700,"Joss Bay, Broadstairs",2023,Excellent,2006 directive,actual assessment
ukj4210-12700,"Joss Bay, Broadstairs",2024,Excellent,2006 directive,actual assessment
ukj4210-12750,"Broadstairs, Stone Bay",2004,Minimum,1976 directive,actual assessment
ukj4210-12750,"Broadstairs, Stone Bay",2004,Sufficient,2006 directive,projected assessment
ukj4210-12750,"Broadstairs, Stone Bay",2005,Higher,1976 directive,actual assessment
ukj4210-12750,"Broadstairs, Stone Bay",2005,Good,2006 directive,projected assessment
ukj4210-12750,"Broadstairs, Stone Bay",2006,Higher,1976 directive,actual assessment
ukj4210-12750,"Broadstairs, Stone Bay",2006,Good,2006 directive,projected assessment
ukj4210-12750,"Broadstairs, Stone Bay",2007,Higher,1976 directive,actual assessment
ukj4210-12750,"Broadstairs, Stone Bay",2007,Good,2006 directive,projected assessment
ukj4210-12750,"Broadstairs, Stone Bay",2008,Minimum,1976 directive,actual assessment
ukj4210-12750,"Broadstairs, Stone Bay",2008,Good,2006 directive,projected assessment
ukj4210-12750,"Broadstairs, Stone Bay",2009,Higher,1976 directive,actual assessment
ukj4210-12750,"Broadstairs, Stone Bay",2009,Good,2006 directive,projected assessment
ukj4210-12750,"Broadstairs, Stone Bay",2010,Minimum,1976 directive,actual assessment
ukj4210-12750,"Broadstairs, Stone Bay",2010,Good,2006 directive,projected assessment
ukj4210-12750,"Broadstairs, Stone Bay",2011,Higher,1976 directive,actual assessment
ukj4210-12750,"Broadstairs, Stone Bay",2011,Excellent,2006 directive,projected assessment
ukj4210-12750,"Broadstairs, Stone Bay",2012,Higher,1976 directive,actual assessment
ukj4210-12750,"Broadstairs, Stone Bay",2012,Excellent,2006 directive,projected assessment
ukj4210-12750,"Broadstairs, Stone Bay",2013,Higher,1976 directive,actual assessment
ukj4210-12750,"Broadstairs, Stone Bay",2013,Excellent,2006 directive,projected assessment
ukj4210-12750,"Broadstairs, Stone Bay",2014,Higher,1976 directive,actual assessment
ukj4210-12750,"Broadstairs, Stone Bay",2014,Excellent,2006 directive,projected assessment
ukj4210-12750,"Broadstairs, Stone Bay",2015,Excellent,2006 directive,actual assessment
ukj4210-12750,"Broadstairs, Stone Bay",2016,Excellent,2006 directive,actual assessment
ukj4210-12750,"Broadstairs, Stone Bay",2017,Excellent,2006 directive,actual assessment
ukj4210-12750,"Broadstairs, Stone Bay",2018,Excellent,2006 directive,actual assessment
ukj4210-12750,"Broadstairs, Stone Bay",2019,Excellent,2006 directive,actual assessment
ukj4210-12750,"Broadstairs, Stone Bay",2021,Excellent,2006 directive,actual assessment
ukj4210-12750,"Broadstairs, Stone Bay",2022,Excellent,2006 directive,actual assessment
ukj4210-12750,"Broadstairs, Stone Bay",2023,Good,2006 directive,actual assessment
ukj4210-12750,"Broadstairs, Stone Bay",2024,Good,2006 directive,actual assessment
ukj4210-12800,"Broadstairs, Viking Bay",2004,Fail,1976 directive,actual assessment
ukj4210-12800,"Broadstairs, Viking Bay",2004,Poor,2006 directive,projected assessment
ukj4210-12800,"Broadstairs, Viking Bay",2005,Higher,1976 directive,actual assessment
ukj4210-12800,"Broadstairs, Viking Bay",2005,Poor,2006 directive,projected assessment
ukj4210-12800,"Broadstairs, Viking Bay",2006,Minimum,1976 directive,actual assessment
ukj4210-12800,"Broadstairs, Viking Bay",2006,Sufficient,2006 directive,projected assessment
ukj4210-12800,"Broadstairs, Viking Bay",2007,Minimum,1976 directive,actual assessment
ukj4210-12800,"Broadstairs, Viking Bay",2007,Sufficient,2006 directive,projected assessment
ukj4210-12800,"Broadstairs, Viking Bay",2008,Minimum,1976 directive,actual assessment
ukj4210-12800,"Broadstairs, Viking Bay",2008,Sufficient,2006 directive,projected assessment
ukj4210-12800,"Broadstairs, Viking Bay",2009,Minimum,1976 directive,actual assessment
ukj4210-12800,"Broadstairs, Viking Bay",2009,Sufficient,2006 directive,projected assessment
ukj4210-12800,"Broadstairs, Viking Bay",2010,Minimum,1976 directive,actual assessment
ukj4210-12800,"Broadstairs, Viking Bay",2010,Sufficient,2006 directive,projected assessment
ukj4210-12800,"Broadstairs, Viking Bay",2011,Minimum,1976 directive,actual assessment
ukj4210-12800,"Broadstairs, Viking Bay",2011,Sufficient,2006 directive,projected assessment
ukj4210-12800,"Broadstairs, Viking Bay",2012,Minimum,1976 directive,actual assessment
ukj4210-12800,"Broadstairs, Viking Bay",2012,Sufficient,2006 directive,projected assessment
ukj4210-12800,"Broadstairs, Viking Bay",2013,Minimum,1976 directive,actual assessment
ukj4210-12800,"Broadstairs, Viking Bay",2013,Sufficient,2006 directive,projected assessment
ukj4210-12800,"Broadstairs, Viking Bay",2014,Minimum,1976 directive,actual assessment
ukj4210-12800,"Broadstairs, Viking Bay",2014,Sufficient,2006 directive,projected assessment
ukj4210-12800,"Broadstairs, Viking Bay",2015,Sufficient,2006 directive,actual assessment
ukj4210-12800,"Broadstairs, Viking Bay",2016,Sufficient,2006 directive,actual assessment
ukj4210-12800,"Broadstairs, Viking Bay",2017,Sufficient,2006 directive,actual assessment
ukj4210-12800,"Broadstairs, Viking Bay",2018,Good,2006 directive,actual assessment
ukj4210-12800,"Broadstairs, Viking Bay",2019,Good,2006 directive,actual assessment
ukj4210-12800,"Broadstairs, Viking Bay",2021,Sufficient,2006 directive,actual assessment
ukj4210-12800,"Broadstairs, Viking Bay",2022,Good,2006 directive,actual assessment
ukj4210-12800,"Broadstairs, Viking Bay",2023,Sufficient,2006 directive,actual assessment
ukj4210-12800,"Broadstairs, Viking Bay",2024,Good,2006 directive,actual assessment
ukj4210-12850,Ramsgate Sands,2004,Minimum,1976 directive,actual assessment
ukj4210-12850,Ramsgate Sands,2004,Good,2006 directive,projected assessment
ukj4210-12850,Ramsgate Sands,2005,Minimum,1976 directive,actual assessment
ukj4210-12850,Ramsgate Sands,2005,Good,2006 directive,projected assessment
ukj4210-12850,Ramsgate Sands,2006,Minimum,1976 directive,actual assessment
ukj4210-12850,Ramsgate Sands,2006,Good,2006 directive,projected assessment
ukj4210-12850,Ramsgate Sands,2007,Higher,1976 directive,actual assessment
ukj4210-12850,Ramsgate Sands,2007,Good,2006 directive,projected assessment
ukj4210-12850,Ramsgate Sands,2008,Higher,1976 directive,actual assessment
ukj4210-12850,Ramsgate Sands,2008,Good,2006 directive,projected assessment
ukj4210-12850,Ramsgate Sands,2009,Higher,1976 directive,actual assessment
ukj4210-12850,Ramsgate Sands,2009,Good,2006 directive,projected assessment
ukj4210-12850,Ramsgate Sands,2010,Minimum,1976 directive,actual assessment
ukj4210-12850,Ramsgate Sands,2010,Good,2006 directive,projected assessment
ukj4210-12850,Ramsgate Sands,2011,Higher,1976 directive,actual assessment
ukj4210-12850,Ramsgate Sands,2011,Excellent,2006 directive,projected assessment
ukj4210-12850,Ramsgate Sands,2012,Higher,1976 directive,actual assessment
ukj4210-12850,Ramsgate Sands,2012,Good,2006 directive,projected assessment
ukj4210-12850,Ramsgate Sands,2013,Higher,1976 directive,actual assessment
ukj4210-12850,Ramsgate Sands,2013,Good,2006 directive,projected assessment
ukj4210-12850,Ramsgate Sands,2014,Higher,1976 directive,actual assessment
ukj4210-12850,Ramsgate Sands,2014,Excellent,2006 directive,projected assessment
ukj4210-12850,Ramsgate Sands,2015,Excellent,2006 directive,actual assessment
ukj4210-12850,Ramsgate Sands,2016,Good,2006 directive,actual assessment
ukj4210-12850,Ramsgate Sands,2017,Good,2006 directive,actual assessment
ukj4210-12850,Ramsgate Sands,2018,Good,2006 directive,actual assessment
ukj4210-12850,Ramsgate Sands,2019,Good,2006 directive,actual assessment
ukj4210-12850,Ramsgate Sands,2021,Good,2006 directive,actual assessment
ukj4210-12850,Ramsgate Sands,2022,Good,2006 directive,actual assessment
ukj4210-12850,Ramsgate Sands,2023,Good,2006 directive,actual assessment
ukj4210-12850,Ramsgate Sands,2024,Excellent,2006 directive,actual assessment
ukj4210-12900,Ramsgate Western Undercliffe,2004,Minimum,1976 directive,actual assessment
ukj4210-12900,Ramsgate Western Undercliffe,2004,Good,2006 directive,projected assessment
ukj4210-12900,Ramsgate Western Undercliffe,2005,Higher,1976 directive,actual assessment
ukj4210-12900,Ramsgate Western Undercliffe,2005,Good,2006 directive,projected assessment
ukj4210-12900,Ramsgate Western Undercliffe,2006,Higher,1976 directive,actual assessment
ukj4210-12900,Ramsgate Western Undercliffe,2006,Excellent,2006 directive,projected assessment
ukj4210-12900,Ramsgate Western Undercliffe,2007,Higher,1976 directive,actual assessment
ukj4210-12900,Ramsgate Western Undercliffe,2007,Excellent,2006 directive,projected assessment
ukj4210-12900,Ramsgate Western Undercliffe,2008,Higher,1976 directive,actual assessment
ukj4210-12900,Ramsgate Western Undercliffe,2008,Excellent,2006 directive,projected assessment
ukj4210-12900,Ramsgate Western Undercliffe,2009,Higher,1976 directive,actual assessment
ukj4210-12900,Ramsgate Western Undercliffe,2009,Excellent,2006 directive,projected assessment
ukj4210-12900,Ramsgate Western Undercliffe,2010,Higher,1976 directive,actual assessment
ukj4210-12900,Ramsgate Western Undercliffe,2010,Excellent,2006 directive,projected assessment
ukj4210-12900,Ramsgate Western Undercliffe,2011,Higher,1976 directive,actual assessment
ukj4210-12900,Ramsgate Western Undercliffe,2011,Excellent,2006 directive,projected assessment
ukj4210-12900,Ramsgate Western Undercliffe,2012,Minimum,1976 directive,actual assessment
ukj4210-12900,Ramsgate Western Undercliffe,2012,Excellent,2006 directive,projected assessment
ukj4210-12900,Ramsgate Western Undercliffe,2013,Higher,1976 directive,actual assessment
ukj4210-12900,Ramsgate Western Undercliffe,2013,Excellent,2006 directive,projected assessment
ukj4210-12900,Ramsgate Western Undercliffe,2014,Higher,1976 directive,actual assessment
ukj4210-12900,Ramsgate Western Undercliffe,2014,Excellent,2006 directive,projected assessment
ukj4210-12900,Ramsgate Western Undercliffe,2015,Excellent,2006 directive,actual assessment
ukj4210-12900,Ramsgate Western Undercliffe,2016,Excellent,2006 directive,actual assessment
ukj4210-12900,Ramsgate Western Undercliffe,2017,Excellent,2006 directive,actual assessment
ukj4210-12900,Ramsgate Western Undercliffe,2018,Excellent,2006 directive,actual assessment
ukj4210-12900,Ramsgate Western Undercliffe,2019,Good,2006 directive,actual assessment
ukj4210-12900,Ramsgate Western Undercliffe,2021,Good,2006 directive,actual assessment
ukj4210-12900,Ramsgate Western Undercliffe,2022,Good,2006 directive,actual assessment
ukj4210-12900,Ramsgate Western Undercliffe,2023,Good,2006 directive,actual assessment
ukj4210-12900,Ramsgate Western Undercliffe,2024,Good,2006 directive,actual assessment
ukk1100-36050,Henleaze Lake,2014,Minimum,1976 directive,actual assessment
ukk1100-36050,Henleaze Lake,2014,Sufficient,2006 directive,projected assessment
ukk1100-36050,Henleaze Lake,2015,Good,2006 directive,actual assessment
ukk1100-36050,Henleaze Lake,2016,Good,2006 directive,actual assessment
ukk1100-36050,Henleaze Lake,2017,Good,2006 directive,actual assessment
ukk1100-36050,Henleaze Lake,2018,Good,2006 directive,actual assessment
ukk1100-36050,Henleaze Lake,2019,Good,2006 directive,actual assessment
ukk1100-36050,Henleaze Lake,2021,Good,2006 directive,actual assessment
ukk1100-36050,Henleaze Lake,2022,Good,2006 directive,actual assessment
ukk1100-36050,Henleaze Lake,2023,Good,2006 directive,actual assessment
ukk1100-36050,Henleaze Lake,2024,Good,2006 directive,actual assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2004,Minimum,1976 directive,actual assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2004,Poor,2006 directive,projected assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2005,Minimum,1976 directive,actual assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2005,Poor,2006 directive,projected assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2006,Minimum,1976 directive,actual assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2006,Poor,2006 directive,projected assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2007,Minimum,1976 directive,actual assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2007,Poor,2006 directive,projected assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2008,Minimum,1976 directive,actual assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2008,Poor,2006 directive,projected assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2009,Minimum,1976 directive,actual assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2009,Poor,2006 directive,projected assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2010,Minimum,1976 directive,actual assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2010,Poor,2006 directive,projected assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2011,Minimum,1976 directive,actual assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2011,Poor,2006 directive,projected assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2012,Fail,1976 directive,actual assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2012,Poor,2006 directive,projected assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2013,Minimum,1976 directive,actual assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2013,Poor,2006 directive,projected assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2014,Minimum,1976 directive,actual assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2014,Sufficient,2006 directive,projected assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2015,Sufficient,2006 directive,actual assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2016,Sufficient,2006 directive,actual assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2017,Poor,2006 directive,actual assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2018,Sufficient,2006 directive,actual assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2019,Poor,2006 directive,actual assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2021,Sufficient,2006 directive,actual assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2022,Sufficient,2006 directive,actual assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2023,Poor,2006 directive,actual assessment
ukk1202-35700,Weston-super-Mare Uphill Slipway,2024,Poor,2006 directive,actual assessment
ukk1202-35800,Weston Main,2004,Minimum,1976 directive,actual assessment
ukk1202-35800,Weston Main,2004,Poor,2006 directive,projected assessment
ukk1202-35800,Weston Main,2005,Minimum,1976 directive,actual assessment
ukk1202-35800,Weston Main,2005,Poor,2006 directive,projected assessment
ukk1202-35800,Weston Main,2006,Minimum,1976 directive,actual assessment
ukk1202-35800,Weston Main,2006,Poor,2006 directive,projected assessment
ukk1202-35800,Weston Main,2007,Minimum,1976 directive,actual assessment
ukk1202-35800,Weston Main,2007,Poor,2006 directive,projected assessment
ukk1202-35800,Weston Main,2008,Minimum,1976 directive,actual assessment
ukk1202-35800,Weston Main,2008,Poor,2006 directive,projected assessment
ukk1202-35800,Weston Main,2009,Minimum,1976 directive,actual assessment
ukk1202-35800,Weston Main,2009,Poor,2006 directive,projected assessment
ukk1202-35800,Weston Main,2010,Minimum,1976 directive,actual assessment
ukk1202-35800,Weston Main,2010,Poor,2006 directive,projected assessment
ukk1202-35800,Weston Main,2011,Minimum,1976 directive,actual assessment
ukk1202-35800,Weston Main,2011,Sufficient,2006 directive,projected assessment
ukk1202-35800,Weston Main,2012,Higher,1976 directive,actual assessment
ukk1202-35800,Weston Main,2012,Good,2006 directive,projected assessment
ukk1202-35800,Weston Main,2013,Higher,1976 directive,actual assessment
ukk1202-35800,Weston Main,2013,Good,2006 directive,projected assessment
